timestamp,cell_id,SINR,latitude,longitude,RSRP,RSRQ,fault,model,id_x,user_count,id_y,traffic
2023-09-01 00:00:00,16,9.127267288786133,-35.23639627,109.3219477,-114.1694104,-9.544877146,False,Model_B,16.0,298.0,16.0,761GB
2023-09-01 00:00:00,17,15.742692948967136,4.456157694,-112.8347788,-104.7501811,-14.98006,False,Model_B,17.0,443.0,17.0,298GB
2023-09-01 00:00:00,18,12.958350559263472,-12.24989664,141.3212395,-111.8027201,-7.948513053,False,Model_A,18.0,223.0,18.0,610GB
2023-09-01 00:00:00,19,8.736874205941257,-37.57875476,14.16320709,-71.43833067,-6.22807229,False,Model_B,19.0,249.0,19.0,810GB
2023-09-01 00:00:00,20,18.355586841671386,20.13352105,110.6784559,-115.1043492,-19.91185733,False,Model_A,20.0,226.0,20.0,898GB
2023-09-01 00:00:00,21,4.184815819561255,-64.89110508,142.592868,-115.743545,-13.25467494,True,Model_A,21.0,41.0,21.0,773GB
2023-09-01 00:00:00,22,8.764339456056545,-37.41396326,-65.51874901,-99.72029059,-13.61508981,True,Model_C,22.0,248.0,22.0,308GB
2023-09-01 00:00:00,23,10.99085529881075,-24.05486821,-140.3813072,-79.67843188,-14.42140465,False,Model_C,23.0,337.0,23.0,706GB
2023-09-01 00:00:00,24,13.682099526511077,-7.907402841,-97.94334148,-102.8075249,-9.95583457,True,Model_B,24.0,172.0,24.0,727GB
2023-09-01 00:00:00,25,23.555278841790408,51.33167305,-26.24119609,-70.64396636,-13.8767591,False,Model_B,25.0,227.0,25.0,260GB
2023-09-01 00:00:00,26,5.990213464750792,-54.05871921,114.4853157,-70.32785977,-15.38377043,False,Model_A,26.0,265.0,26.0,204GB
2023-09-01 00:00:00,27,15.427033152408349,2.562198914,129.86301,-114.8791521,-19.12141074,False,Model_C,27.0,494.0,27.0,632GB
2023-09-01 00:00:00,28,17.772437065861276,16.6346224,-177.497233,-78.02926735,-17.64799743,False,Model_C,28.0,496.0,28.0,263GB
2023-09-01 00:00:00,29,1.3935123815999317,-81.63892571,3.869028928,-89.0219791,-14.50973996,False,Model_B,29.0,469.0,29.0,224GB
2023-09-01 00:00:00,30,18.22634555704315,19.35807334,-29.73203887,-93.98875575,-7.351275069,False,Model_C,30.0,441.0,30.0,995GB
2023-09-01 00:00:00,31,5.115723710618746,-59.30565774,-100.0411882,-62.24109512,-5.788337951,False,Model_B,31.0,162.0,31.0,674GB
2023-09-01 00:00:00,32,1.9515477895583855,-78.29071326,-136.8484678,-116.5083843,-4.44136663,False,Model_A,32.0,108.0,32.0,246GB
2023-09-01 00:00:00,33,28.466566117599996,80.79939671,-58.45853829,-114.3676026,-16.89127805,False,Model_B,33.0,85.0,33.0,419GB
2023-09-01 00:00:00,34,28.96896099223678,83.81376595,159.4474934,-62.70808316,-7.455752416,False,Model_A,34.0,134.0,34.0,341GB
2023-09-01 00:00:00,35,24.251920443493834,55.51152266,-63.64694447,-76.19764101,-19.18882583,False,Model_B,35.0,271.0,35.0,912GB
2023-09-01 00:00:00,36,9.13841307520112,-35.16952155,6.764623828,-74.52923337,-19.75531069,False,Model_C,36.0,442.0,36.0,744GB
2023-09-01 00:00:00,37,2.930163420191516,-72.41901948,73.0868252,-114.3505807,-14.70597374,False,Model_A,37.0,462.0,37.0,527GB
2023-09-01 00:00:00,38,20.526990795364707,33.16194477,-49.09334314,-91.54957025,-18.33681927,False,Model_A,38.0,300.0,38.0,615GB
2023-09-01 00:00:00,39,13.204574812188039,-10.77255113,169.8415498,-99.22174073,-12.10054518,False,Model_C,39.0,32.0,39.0,638GB
2023-09-01 00:00:00,40,3.6611470453433648,-68.03311773,166.4810262,-83.04899412,-9.203407935,True,Model_B,40.0,400.0,40.0,284GB
2023-09-01 00:00:00,41,14.855307303338105,-0.86815618,-89.3583735,-119.0817276,-4.131582763,False,Model_C,41.0,312.0,41.0,555GB
2023-09-01 00:00:00,42,1.0316556334565519,-83.8100662,-0.990537879,-78.96217384,-9.530530205,False,Model_A,42.0,329.0,42.0,794GB
2023-09-01 00:00:00,43,27.279612062363462,73.67767237,-71.68380847,-118.4093214,-10.04181512,False,Model_B,43.0,442.0,43.0,193GB
2023-09-01 00:00:00,44,7.7633994480005075,-43.41960331,-77.45742202,-85.5979775,-17.815494,False,Model_B,44.0,434.0,44.0,118GB
2023-09-01 00:00:00,45,19.87566853061946,29.25401118,-166.720699,-63.51211147,-13.43625516,False,Model_C,45.0,253.0,45.0,516GB
2023-09-01 00:00:00,46,9.351332282682328,-33.8920063,39.44316023,-107.5989384,-15.34266084,False,Model_B,46.0,400.0,46.0,646GB
2023-09-01 00:00:00,47,15.602040635334324,3.612243812,0.964448362,-118.9066905,-18.39446967,False,Model_B,47.0,318.0,47.0,418GB
2023-09-01 00:00:00,48,16.40130838029839,8.407850282,-161.4676496,-80.65664188,-13.44825744,False,Model_A,48.0,432.0,48.0,327GB
2023-09-01 00:00:00,49,5.545633665765811,-56.72619801,-79.68727287,-71.13189104,-15.20846883,False,Model_B,49.0,338.0,49.0,655GB
2023-09-01 00:00:00,50,29.087538832936758,84.525233,146.9757189,-99.09980373,-4.076981418,True,Model_A,50.0,30.0,50.0,498GB
2023-09-01 00:00:00,51,23.253984700833435,49.52390821,-93.75771936,-71.79114418,-15.20541227,False,Model_A,51.0,19.0,51.0,869GB
2023-09-01 00:00:00,52,28.184968246925674,79.10980948,-127.837846,-85.88878298,-10.20928222,False,Model_A,52.0,81.0,52.0,315GB
2023-09-01 00:00:00,53,26.844820512829465,71.06892308,-3.7970063,-104.999013,-10.13075179,False,Model_B,53.0,360.0,53.0,884GB
2023-09-01 00:00:00,54,17.936999364332554,17.62199619,174.8341635,-105.6841884,-8.442638742,False,Model_A,54.0,101.0,54.0,453GB
2023-09-01 00:00:00,55,27.656227050693506,75.9373623,-92.86010226,-113.8125679,-4.656600586,False,Model_C,55.0,180.0,55.0,657GB
2023-09-01 00:00:00,56,2.6547750615575847,-74.07134963,61.96879707,-100.7970239,-4.776105116,False,Model_A,56.0,10.0,56.0,310GB
2023-09-01 00:00:00,57,5.879485872574356,-54.72308476,94.18306152,-65.67708141,-18.44812649,False,Model_A,57.0,58.0,57.0,883GB
2023-09-01 00:00:00,58,1.356818667316142,-81.859088,-94.45048416,-79.39380573,-11.79714386,False,Model_B,58.0,2.0,58.0,470GB
2023-09-01 00:00:00,59,9.759909922897931,-31.44054046,82.1578855,-114.4977512,-9.75850426,False,Model_A,59.0,22.0,59.0,984GB
2023-09-01 00:00:00,60,11.660318690684461,-20.03808786,-47.59807222,-74.85752823,-6.543156257,False,Model_A,60.0,389.0,60.0,952GB
2023-09-01 00:00:00,61,8.140470953216877,-41.15717428,47.63009901,-64.14425366,-3.437780455,False,Model_A,61.0,199.0,61.0,228GB
2023-09-01 00:00:00,62,24.86212527455788,59.17275165,48.07069587,-93.50816992,-4.909028893,False,Model_B,62.0,263.0,62.0,280GB
2023-09-01 00:00:00,63,10.702599800807679,-25.7844012,12.87888627,-61.88088336,-8.303489827,False,Model_B,63.0,213.0,63.0,569GB
2023-09-01 00:00:00,64,8.428035290621423,-39.43178826,-147.4956828,-113.9326394,-18.5701843,False,Model_A,64.0,167.0,64.0,189GB
2023-09-01 00:00:00,65,16.280882494747456,7.685294968,120.7088984,-96.20090388,-4.837752551,False,Model_B,65.0,249.0,65.0,271GB
2023-09-01 00:00:00,66,4.22772674924288,-64.6336395,-64.51917661,-114.9097372,-3.227127165,False,Model_A,66.0,230.0,66.0,748GB
2023-09-01 00:00:00,67,24.06590942262119,54.39545654,-112.8533363,-67.17840188,-15.97635171,False,Model_A,67.0,114.0,67.0,977GB
2023-09-01 00:00:00,68,2.236519310393125,-76.58088414,-165.320949,-74.79730888,-13.60358705,True,Model_A,68.0,94.0,68.0,113GB
2023-09-01 00:00:00,69,29.60660809801552,87.63964859,32.72145955,-97.32074459,-8.013565807,False,Model_A,69.0,258.0,69.0,580GB
2023-09-01 00:00:00,70,23.167343078899723,49.00405847,63.92317026,-113.3281511,-11.62537323,True,Model_C,70.0,59.0,70.0,985GB
2023-09-01 00:00:00,71,5.961470446025173,-54.23117732,-174.0283816,-116.6218035,-17.98009542,False,Model_B,71.0,283.0,71.0,888GB
2023-09-01 00:00:00,72,0.16566351370807197,-89.00601892,4.353500988,-75.34730058,-8.422329739,False,Model_A,72.0,342.0,72.0,807GB
2023-09-01 00:00:00,73,24.463842853645026,56.78305712,-98.46152093,-97.50776523,-15.14289453,False,Model_A,73.0,439.0,73.0,129GB
2023-09-01 00:00:00,74,21.205720315428515,37.23432189,52.26220455,-93.8198501,-6.364142767,False,Model_B,74.0,267.0,74.0,611GB
2023-09-01 00:00:00,75,21.87021504122962,41.22129025,-117.2280856,-117.4104053,-4.850567067,False,Model_A,75.0,120.0,75.0,542GB
2023-09-01 00:00:00,76,23.138110400578373,48.8286624,68.73758572,-64.85305708,-15.69916714,False,Model_C,76.0,369.0,76.0,293GB
2023-09-01 00:00:00,77,2.2213395520227106,-76.67196269,-40.77527533,-88.61412935,-9.300223152,False,Model_A,77.0,431.0,77.0,698GB
2023-09-01 00:00:00,78,10.753971856328178,-25.47616886,157.2227959,-60.2501175,-8.15227405,False,Model_C,78.0,369.0,78.0,725GB
2023-09-01 00:00:00,79,3.4760717857538914,-69.14356929,-130.4924601,-117.2732172,-15.22362578,False,Model_C,79.0,130.0,79.0,287GB
2023-09-01 00:00:00,80,25.893102776267806,65.35861666,-57.21611362,-92.66059483,-9.457745837,False,Model_B,80.0,133.0,80.0,734GB
2023-09-01 00:00:00,81,18.698943804826737,22.19366283,-139.1495324,-96.70389696,-16.10028932,False,Model_B,81.0,362.0,81.0,555GB
2023-09-01 00:00:00,82,9.926940745579476,-30.43835553,152.8897026,-61.53631154,-3.234417344,False,Model_A,82.0,180.0,82.0,347GB
2023-09-01 00:00:00,83,1.906750508580709,-78.55949695,135.8421672,-103.2141896,-13.00948575,False,Model_A,83.0,149.0,83.0,693GB
2023-09-01 00:00:00,84,9.329469651469866,-34.02318209,-87.14101402,-112.0088925,-18.70459355,False,Model_A,84.0,204.0,84.0,149GB
2023-09-01 00:00:00,85,9.75549966080241,-31.46700204,57.59425657,-76.4568295,-9.571941669,False,Model_C,85.0,27.0,85.0,192GB
2023-09-01 00:00:00,86,21.88818535014192,41.3291121,114.1999921,-68.03616663,-19.23128261,True,Model_B,86.0,178.0,86.0,516GB
2023-09-01 00:00:00,87,19.126724140656393,24.76034484,19.87229218,-73.34386298,-11.83370861,False,Model_A,87.0,126.0,87.0,879GB
2023-09-01 00:00:00,88,26.616382277289794,69.69829366,10.67420821,-84.35215708,-13.52485544,False,Model_C,88.0,287.0,88.0,340GB
2023-09-01 00:00:00,89,14.16644775485848,-5.001313471,-92.93317528,-85.85511185,-18.9202989,True,Model_C,89.0,310.0,89.0,363GB
2023-09-01 00:00:00,90,3.587827378149051,-68.47303573,-146.4830036,-103.5955757,-19.04161656,False,Model_C,90.0,304.0,90.0,244GB
2023-09-01 00:00:00,91,21.39734361668985,38.3840617,142.9976729,-87.9392235,-7.251517259,False,Model_A,91.0,490.0,91.0,471GB
2023-09-01 00:00:00,92,22.823551458506923,46.94130875,144.1505006,-73.86075509,-3.938982592,False,Model_C,92.0,63.0,92.0,453GB
2023-09-01 00:00:00,93,16.83831592708489,11.02989556,47.91652462,-105.5349101,-16.51422942,False,Model_A,93.0,292.0,93.0,766GB
2023-09-01 00:00:00,94,23.12901539863683,48.77409239,-57.94927522,-83.62952193,-16.11307231,False,Model_A,94.0,475.0,94.0,576GB
2023-09-01 00:00:00,95,14.813867890931721,-1.116792654,-54.28455314,-98.51023692,-18.06952093,False,Model_B,95.0,399.0,95.0,454GB
2023-09-01 00:00:00,96,15.681984881459822,4.091909289,81.34404439,-91.42735819,-5.866684669,False,Model_B,96.0,290.0,96.0,740GB
2023-09-01 00:00:00,97,12.826230550756488,-13.0426167,142.9596936,-86.88558967,-10.46405448,False,Model_A,97.0,411.0,97.0,976GB
2023-09-01 00:00:00,98,0.7625738023228557,-85.42455719,139.3511127,-84.60264617,-11.83921856,False,Model_A,98.0,201.0,98.0,179GB
2023-09-01 00:00:00,99,3.2367428097991335,-70.57954314,100.7551965,-82.78142692,-8.030643942,False,Model_A,99.0,120.0,99.0,936GB
2023-09-01 01:00:00,0,0.9428755706020275,-22.58277861,-168.6854932,-82.96417727,-3.332133673,False,Model_B,,184.0,,153GB
2023-09-01 01:00:00,1,19.092312337913413,81.12857515,49.10774805,-96.46535729,-12.56292633,False,Model_B,101.0,218.0,101.0,683GB
2023-09-01 01:00:00,2,9.4306794322898,41.75890953,-66.83184681,-89.16063065,-6.677898783,False,Model_A,102.0,468.0,102.0,757GB
2023-09-01 01:00:00,3,15.257120734941083,17.75852716,3.085448819,-88.58386344,-8.140088185,False,Model_C,103.0,424.0,103.0,138GB
2023-09-01 01:00:00,4,27.226994217782792,-61.91664472,146.7239306,-64.40474249,-11.63402302,False,Model_B,104.0,337.0,104.0,317GB
2023-09-01 01:00:00,5,7.478766874466248,-61.92098634,-90.25479751,-61.19804548,-11.6254924,False,Model_A,105.0,93.0,105.0,282GB
2023-09-01 01:00:00,6,12.311487691068892,-79.54494981,-32.26214771,-85.22100393,-14.19342542,False,Model_C,106.0,229.0,106.0,706GB
2023-09-01 01:00:00,7,22.666534156291462,65.91170624,91.99840988,-112.3172497,-17.41765421,False,Model_C,107.0,499.0,107.0,967GB
2023-09-01 01:00:00,8,6.863944964748674,18.20070211,-97.63266042,-66.19269541,-11.94265212,False,Model_A,108.0,413.0,108.0,314GB
2023-09-01 01:00:00,9,2.30939729486379,37.453064,-152.2872325,-83.88387627,-16.19456588,False,Model_B,109.0,358.0,109.0,877GB
2023-09-01 01:00:00,10,8.692543587413041,-86.29479103,-75.68947695,-103.2845797,-16.99082177,True,Model_B,110.0,85.0,110.0,332GB
2023-09-01 01:00:00,11,4.836638617620133,84.58377339,-121.9603366,-87.93458978,-13.94814477,False,Model_A,111.0,391.0,111.0,219GB
2023-09-01 01:00:00,12,27.89092957027719,59.83967534,154.6911548,-89.79496375,-8.263287913,True,Model_A,112.0,160.0,112.0,280GB
2023-09-01 01:00:00,13,24.243611386932507,-51.77896008,110.9233366,-91.13127636,-8.307659809,False,Model_A,113.0,23.0,113.0,657GB
2023-09-01 01:00:00,14,19.002112695312704,-57.2715059,48.02535234,-64.74765597,-18.96167468,False,Model_C,114.0,481.0,114.0,957GB
2023-09-01 01:00:00,15,26.14381770563153,-56.98718823,133.7258125,-114.9289795,-9.846272602,False,Model_A,115.0,437.0,115.0,556GB
2023-09-01 01:00:00,16,24.110162306973432,-35.23639627,109.3219477,-97.77167383,-11.76310925,False,Model_C,116.0,460.0,116.0,164GB
2023-09-01 01:00:00,17,5.597101766581075,4.456157694,-112.8347788,-88.12405476,-7.751226956,True,Model_C,117.0,301.0,117.0,815GB
2023-09-01 01:00:00,18,26.776769954699333,-12.24989664,141.3212395,-104.8537833,-7.87305704,False,Model_C,118.0,84.0,118.0,509GB
2023-09-01 01:00:00,19,16.18026725746952,-37.57875476,14.16320709,-75.02302608,-19.4819734,False,Model_B,119.0,385.0,119.0,533GB
2023-09-01 01:00:00,20,24.223204654921876,20.13352105,110.6784559,-88.04296401,-15.87800144,False,Model_B,120.0,51.0,120.0,154GB
2023-09-01 01:00:00,21,26.8827389977048,-64.89110508,142.592868,-109.0629673,-10.41259344,False,Model_A,121.0,500.0,121.0,835GB
2023-09-01 01:00:00,22,9.540104249155917,-37.41396326,-65.51874901,-100.3501589,-17.96404376,False,Model_B,122.0,42.0,122.0,972GB
2023-09-01 01:00:00,23,3.3015577358303028,-24.05486821,-140.3813072,-79.25386085,-6.584088944,False,Model_A,123.0,295.0,123.0,136GB
2023-09-01 01:00:00,24,6.8380548762582505,-7.907402841,-97.94334148,-84.94803092,-7.474017918,False,Model_C,124.0,219.0,124.0,157GB
2023-09-01 01:00:00,25,12.81323365878769,51.33167305,-26.24119609,-86.13248745,-13.56086536,False,Model_A,125.0,4.0,125.0,857GB
2023-09-01 01:00:00,26,24.540442977674793,-54.05871921,114.4853157,-83.54668666,-15.84599636,False,Model_B,126.0,93.0,126.0,463GB
2023-09-01 01:00:00,27,25.821917497690304,2.562198914,129.86301,-83.65351084,-15.96714454,False,Model_B,127.0,231.0,127.0,184GB
2023-09-01 01:00:00,28,0.2085639159357211,16.6346224,-177.497233,-98.07859082,-11.70723339,False,Model_B,128.0,43.0,128.0,233GB
2023-09-01 01:00:00,29,15.322419077326972,-81.63892571,3.869028928,-102.8942899,-17.05264888,False,Model_B,129.0,243.0,129.0,984GB
2023-09-01 01:00:00,30,12.52233009446337,19.35807334,-29.73203887,-116.9018713,-19.68987782,False,Model_C,130.0,225.0,130.0,375GB
2023-09-01 01:00:00,31,6.663234314121907,-59.30565774,-100.0411882,-66.20338422,-10.2080269,False,Model_C,131.0,89.0,131.0,973GB
2023-09-01 01:00:00,32,3.595961020010484,-78.29071326,-136.8484678,-70.97567574,-15.61565194,False,Model_C,132.0,159.0,132.0,710GB
2023-09-01 01:00:00,33,10.12845514210884,80.79939671,-58.45853829,-70.74831161,-7.786226396,False,Model_C,133.0,219.0,133.0,235GB
2023-09-01 01:00:00,34,28.287291117375574,83.81376595,159.4474934,-103.2012544,-6.918620136,False,Model_B,134.0,220.0,134.0,774GB
2023-09-01 01:00:00,35,9.696087960622657,55.51152266,-63.64694447,-77.34285127,-16.60838224,False,Model_B,135.0,213.0,135.0,889GB
2023-09-01 01:00:00,36,15.563718652300983,-35.16952155,6.764623828,-77.56619426,-6.947748475,True,Model_C,136.0,54.0,136.0,919GB
2023-09-01 01:00:00,37,21.090568766855334,-72.41901948,73.0868252,-110.7382371,-11.82061827,False,Model_B,137.0,113.0,137.0,453GB
2023-09-01 01:00:00,38,10.908888071378819,33.16194477,-49.09334314,-97.84617111,-12.27744447,False,Model_A,138.0,146.0,138.0,348GB
2023-09-01 01:00:00,39,29.15346248162882,-10.77255113,169.8415498,-60.60238606,-14.51998464,False,Model_B,139.0,253.0,139.0,732GB
2023-09-01 01:00:00,40,28.873418848263338,-68.03311773,166.4810262,-111.6705136,-19.95391471,False,Model_A,140.0,497.0,140.0,872GB
2023-09-01 01:00:00,41,7.553468874760925,-0.86815618,-89.3583735,-91.70542869,-12.99870446,False,Model_C,141.0,156.0,141.0,985GB
2023-09-01 01:00:00,42,14.917455176771563,-83.8100662,-0.990537879,-68.9563524,-7.318433066,False,Model_A,142.0,490.0,142.0,956GB
2023-09-01 01:00:00,43,9.02634929450309,73.67767237,-71.68380847,-76.14795149,-4.048212234,False,Model_A,143.0,408.0,143.0,303GB
2023-09-01 01:00:00,44,8.545214831324028,-43.41960331,-77.45742202,-64.41303458,-7.732858637,True,Model_C,144.0,340.0,144.0,751GB
2023-09-01 01:00:00,45,1.1066084206359839,29.25401118,-166.720699,-111.6136574,-6.480455698,False,Model_A,145.0,290.0,145.0,748GB
2023-09-01 01:00:00,46,18.286930019396905,-33.8920063,39.44316023,-70.4920394,-16.83111522,False,Model_B,146.0,434.0,146.0,254GB
2023-09-01 01:00:00,47,15.080370696865845,3.612243812,0.964448362,-88.61607451,-13.89988177,False,Model_B,147.0,129.0,147.0,791GB
2023-09-01 01:00:00,48,1.5443625374996806,8.407850282,-161.4676496,-79.02107619,-12.31687378,False,Model_A,148.0,35.0,148.0,135GB
2023-09-01 01:00:00,49,8.359393927098344,-56.72619801,-79.68727287,-82.55390735,-10.82372195,False,Model_C,149.0,496.0,149.0,851GB
2023-09-01 01:00:00,50,27.247976578999612,84.525233,146.9757189,-106.0672383,-4.707232254,False,Model_A,150.0,100.0,150.0,543GB
2023-09-01 01:00:00,51,7.186856720009173,49.52390821,-93.75771936,-116.0028533,-16.10656835,False,Model_B,151.0,433.0,151.0,866GB
2023-09-01 01:00:00,52,4.346846162736693,79.10980948,-127.837846,-63.61007258,-9.328963098,False,Model_B,152.0,329.0,152.0,756GB
2023-09-01 01:00:00,53,14.683582808326891,71.06892308,-3.7970063,-67.28225308,-11.57779835,False,Model_C,153.0,338.0,153.0,269GB
2023-09-01 01:00:00,54,29.56951362331802,17.62199619,174.8341635,-72.68416733,-17.42152704,False,Model_C,154.0,459.0,154.0,119GB
2023-09-01 01:00:00,55,7.261658145345012,75.9373623,-92.86010226,-73.28568366,-17.56682425,False,Model_A,155.0,179.0,155.0,748GB
2023-09-01 01:00:00,56,20.164066422176358,-74.07134963,61.96879707,-74.25247886,-5.094984175,False,Model_B,156.0,265.0,156.0,533GB
2023-09-01 01:00:00,57,22.848588459861528,-54.72308476,94.18306152,-87.81111891,-13.56003339,False,Model_B,157.0,412.0,157.0,703GB
2023-09-01 01:00:00,58,7.12912631977199,-81.859088,-94.45048416,-72.16227805,-17.45140374,False,Model_C,158.0,440.0,158.0,449GB
2023-09-01 01:00:00,59,21.846490458355788,-31.44054046,82.1578855,-76.79780781,-9.100490241,False,Model_A,159.0,151.0,159.0,406GB
2023-09-01 01:00:00,60,11.033493981577596,-20.03808786,-47.59807222,-104.8920565,-14.12316811,False,Model_B,160.0,401.0,160.0,985GB
2023-09-01 01:00:00,61,18.969174917807383,-41.15717428,47.63009901,-99.44854457,-16.13503329,False,Model_B,161.0,256.0,161.0,647GB
2023-09-01 01:00:00,62,19.00589132282684,59.17275165,48.07069587,-63.16299962,-17.39302615,False,Model_B,162.0,254.0,162.0,739GB
2023-09-01 01:00:00,63,16.073240522242756,-25.7844012,12.87888627,-113.9523238,-15.64773596,False,Model_B,163.0,14.0,163.0,104GB
2023-09-01 01:00:00,64,2.708693101632249,-39.43178826,-147.4956828,-64.07290305,-10.39273588,False,Model_C,164.0,473.0,164.0,741GB
2023-09-01 01:00:00,65,25.05907486767714,7.685294968,120.7088984,-77.56568194,-17.40683627,False,Model_A,165.0,363.0,165.0,541GB
2023-09-01 01:00:00,66,9.623401949152075,-64.6336395,-64.51917661,-115.8647076,-18.68554189,False,Model_B,166.0,137.0,166.0,910GB
2023-09-01 01:00:00,67,5.595555311995627,54.39545654,-112.8533363,-64.46588923,-12.33573069,False,Model_A,167.0,338.0,167.0,706GB
2023-09-01 01:00:00,68,1.2232542466429175,-76.58088414,-165.320949,-110.0687694,-16.83254505,False,Model_A,168.0,172.0,168.0,728GB
2023-09-01 01:00:00,69,17.726788295647253,87.63964859,32.72145955,-67.80621828,-11.17975303,False,Model_A,169.0,230.0,169.0,279GB
2023-09-01 01:00:00,70,20.326930855268472,49.00405847,63.92317026,-97.2416581,-7.347755919,False,Model_A,170.0,312.0,170.0,560GB
2023-09-01 01:00:00,71,0.49763486783568456,-54.23117732,-174.0283816,-119.7220786,-14.33051408,False,Model_A,171.0,346.0,171.0,932GB
2023-09-01 01:00:00,72,15.36279174897843,-89.00601892,4.353500988,-68.18891156,-4.309676059,False,Model_A,172.0,274.0,172.0,964GB
2023-09-01 01:00:00,73,6.794873255938139,56.78305712,-98.46152093,-75.74992511,-12.312295,False,Model_C,173.0,79.0,173.0,914GB
2023-09-01 01:00:00,74,19.355183712283495,37.23432189,52.26220455,-111.5485788,-17.00142123,False,Model_C,174.0,27.0,174.0,594GB
2023-09-01 01:00:00,75,5.230992870149743,41.22129025,-117.2280856,-117.9672504,-14.70495609,False,Model_B,175.0,294.0,175.0,357GB
2023-09-01 01:00:00,76,20.728132143073978,48.8286624,68.73758572,-82.06414272,-19.77739424,False,Model_C,176.0,336.0,176.0,544GB
2023-09-01 01:00:00,77,11.602060389016122,-76.67196269,-40.77527533,-61.46752106,-12.1971872,False,Model_C,177.0,229.0,177.0,821GB
2023-09-01 01:00:00,78,28.101899662102035,-25.47616886,157.2227959,-114.8790199,-3.053137719,False,Model_B,178.0,318.0,178.0,795GB
2023-09-01 01:00:00,79,4.1256283243797975,-69.14356929,-130.4924601,-101.4037844,-13.24559204,False,Model_A,179.0,479.0,179.0,521GB
2023-09-01 01:00:00,80,10.231990531507755,65.35861666,-57.21611362,-99.03678006,-12.04005892,False,Model_C,180.0,236.0,180.0,953GB
2023-09-01 01:00:00,81,3.404205637217672,22.19366283,-139.1495324,-91.67598329,-10.39770073,True,Model_A,181.0,163.0,181.0,808GB
2023-09-01 01:00:00,82,27.740808548356885,-30.43835553,152.8897026,-77.15644801,-11.02998859,False,Model_B,182.0,477.0,182.0,467GB
2023-09-01 01:00:00,83,26.32018060142943,-78.55949695,135.8421672,-95.95421635,-10.48611437,False,Model_A,183.0,90.0,183.0,704GB
2023-09-01 01:00:00,84,7.738248831454668,-34.02318209,-87.14101402,-99.93823132,-18.71644282,False,Model_A,184.0,409.0,184.0,166GB
2023-09-01 01:00:00,85,19.79952138102537,-31.46700204,57.59425657,-103.7553196,-9.052007765,False,Model_B,185.0,459.0,185.0,427GB
2023-09-01 01:00:00,86,24.516666006036473,41.3291121,114.1999921,-61.26411386,-5.723589389,False,Model_C,186.0,34.0,186.0,323GB
2023-09-01 01:00:00,87,16.65602434798387,24.76034484,19.87229218,-86.89664428,-15.68389441,False,Model_A,187.0,20.0,187.0,502GB
2023-09-01 01:00:00,88,15.889517350680194,69.69829366,10.67420821,-118.8173677,-18.23015411,False,Model_C,188.0,59.0,188.0,318GB
2023-09-01 01:00:00,89,7.25556872701355,-5.001313471,-92.93317528,-66.75237105,-10.53573306,False,Model_C,189.0,431.0,189.0,625GB
